50000
ID NAME TEAM SCORE COMPETITIONS COST POTATOE
50 uSpwo Lambda 7.8 123 6960 true
51 owpglNPx Pi 3.0 5 4905 true
52 bIt Tau 2.6 122 9733 true
53 tCJoWQrMz Theta 8.6 18 1447 false
54 CoCMwZHF Delta 0.2 210 3898 true
55 VoofW Theta 0.3 32 9435 false
56 sXpiJURw Delta 8.7 23 5326 true
57 MXrAYL Epsilon 5.5 159 2795 true
58 CVYJDziNTa Delta 4.1 132 6172 true
59 YIjoHzgJnv Alpha 7.6 230 2623 true
60 zSn Delta 1.9 221 8809 false
61 nrGpj Alpha 1.1 218 3719 true
62 pomnyyrRa Delta 4.2 98 9068 true
63 MZANDkJS Delta 1.3 147 7821 false
64 IZKIgapd Gamma 3.1 55 4578 false
65 fCmUrqdGp Epsilon 8.2 218 7201 true
66 EKvEfW Lambda 5.3 79 3493 false
67 VEN Delta 0.8 131 3102 false
68 ovOiWalKn Epsilon 0.7 67 2590 false
69 yrs Alpha 3.3 141 2056 false
70 FAgVONNop Epsilon 8.6 217 6212 false
71 wJGXe Theta 1.2 184 2519 false
72 SWeaMl Gamma 2.0 8 9428 false
73 jvcgP Lambda 6.0 78 4164 true
74 GjR Beta 5.4 92 2650 false
75 qVpI Gamma 4.9 38 9663 true
76 FweROMoj Gamma 6.9 97 9226 true
77 NTaTehW Alpha 9.4 91 4880 false
78 jxvuneHJf Delta 4.6 121 8844 true
79 FQr Pi 3.7 122 716 true
80 PenIHgY Epsilon 5.9 80 4293 true
81 JdPdz Lambda 2.5 164 3240 false
82 mCyi Beta 1.9 141 7361 true
83 sKhcwKUXiv Theta 5.6 27 7533 true
84 vAfv Pi 4.9 236 6952 false
85 aLEoVzh Lambda 0.7 156 2731 false
86 awwcOKtM Delta 4.3 79 6350 true
87 ehvEjXEZ Pi 1.7 213 9162 true
88 WTRlQZ Beta 0.5 33 8548 true
89 UYKin Tau 9.7 146 4800 true
90 dbHfOCFme Theta 9.0 122 4675 true
91 VrPx Alpha 1.3 48 3818 false
92 uhcoqCNgOx Beta 7.9 24 533 false
93 bJIAcduon Alpha 6.3 223 6120 true
94 MWGtzDIyj Tau 6.4 227 3524 true
95 WJVPQI Beta 6.2 145 908 false
96 bsCehaN Beta 9.8 122 4298 false
97 jGZxVx Delta 3.0 104 9435 false
98 DGo Tau 7.0 220 8834 false
99 DfBlrdeHvj Pi 8.5 227 657 false
100 LUqQK Epsilon 9.2 94 7598 true
101 OsQaNWv Beta 8.5 124 2681 true
102 ZMBiTP Pi 0.8 163 1759 true
103 xLjfqQRqBB Lambda 8.1 156 2739 true
104 OZWESrE Beta 9.7 46 3286 true
105 eAyBrhxx Tau 10.0 175 5358 true
106 YiTakt Theta 8.4 95 6760 false
107 Vcj Delta 8.8 230 4010 true
108 XVpgxudjU Lambda 4.2 108 9617 false
109 biADkf Epsilon 9.0 33 428 false
110 GWNYkoBdY Epsilon 3.2 165 6560 true
111 uzMaQ Beta 0.6 89 7589 true
112 TDzHn Theta 5.5 117 4957 false
113 gqNnsjm Pi 4.0 172 5411 false
114 BMalxPCYCv Theta 5.2 229 1857 true
115 JSkxNmlupK Delta 6.1 215 9277 true
116 StqDsHk Gamma 8.8 88 1127 true
117 erSc Epsilon 4.6 243 601 true
118 TMiNV Theta 9.2 58 2026 true
119 BmjAAZ Epsilon 7.5 36 8324 true
120 dqDPbxzNst Gamma 7.3 172 2128 true
121 siRKDve Gamma 9.4 245 2022 true
122 xZunxQ Tau 1.3 159 7465 true
123 dpKUzh Pi 9.3 108 3484 true
124 wPMj Gamma 0.9 50 3620 false
125 IrIPxqfw Gamma 6.7 250 1174 false
126 TyvQhi Beta 7.4 212 5712 false
127 hyrsMfv Lambda 1.6 171 3413 true
128 oQOStrTq Lambda 5.4 17 1215 false
129 YIOQ Delta 9.4 241 2012 false
130 dISBsX Gamma 2.5 209 9169 true
131 XYEL Gamma 6.3 58 1228 false
132 wcOeZmFG Pi 8.8 237 842 false
133 JWEfAusk Alpha 9.8 116 8389 false
134 uyzGdXXZJG Theta 0.9 15 6106 false
135 zKjJ Alpha 2.9 195 2200 false
136 SaEVBSev Delta 1.3 79 4867 false
137 HCgc Alpha 3.1 202 8495 false
138 DepLjzgcZm Tau 3.1 130 1555 false
139 LiGlrkXM Lambda 5.6 112 5724 true
140 JmvLXqz Lambda 9.5 147 7885 true
141 rqlbmb Epsilon 2.0 195 1295 false
142 LHjAuSH Theta 7.9 89 3539 false
143 GHD Lambda 4.6 169 3196 true
144 iXYYlGcV Pi 2.4 248 5058 false
145 LUvo Epsilon 5.9 120 8971 true
146 yMIeBGpB Delta 6.1 102 3479 false
147 rEM Lambda 1.0 217 914 true
148 acmiFQGZYn Tau 9.7 33 9505 true
149 fqw Beta 6.3 22 8235 false
150 lgzp Tau 9.9 109 9125 false
151 HVtrAE Theta 4.0 58 8870 false
152 sLJU Theta 5.5 13 1465 true
153 qpkYysk Alpha 3.5 90 4075 true
154 gmRY Epsilon 5.5 219 9682 false
155 IbY Theta 4.9 227 2797 false
156 XaKwLd Pi 9.8 185 2530 false
157 jnBnfPt Tau 0.7 6 9529 true
158 wVel Delta 8.6 18 9311 true
159 tkCObiG Gamma 2.4 229 169 true
160 pzoTfWrH Alpha 0.7 229 7008 false
161 oqbtiMIHCi Gamma 5.4 110 5397 false
162 VGO Theta 9.3 78 428 true
163 DFOuT Epsilon 1.2 65 6113 false
164 yqsbTnztp Alpha 7.4 211 6346 true
165 pLRbWoR Tau 4.0 129 6421 true
166 vweqJam Delta 0.4 153 7898 true
167 PTdWDPol Tau 2.4 192 1883 true
168 OBoc Beta 5.2 128 2387 false
169 zCGgH Lambda 9.1 45 9143 true
170 SFX Pi 3.0 233 8983 false
171 ZnRFLv Epsilon 9.3 96 522 true
172 UBi Lambda 0.2 67 9118 true
173 pniuGBxpg Pi 2.1 150 7033 true
174 sVgPmzLKyu Lambda 1.1 46 9549 false
175 dPZjDyo Alpha 7.0 167 6558 true
176 BHhJ Theta 6.3 181 1316 false
177 RiWtIJ Beta 9.3 7 2208 true
178 PTZ Pi 0.7 53 1054 false
179 xOivJnmMSb Theta 2.9 83 1937 true
180 dpzyuC Pi 8.6 146 6908 true
181 MNtPoppEm Tau 0.5 236 8665 true
182 GmHkP Tau 8.3 64 5040 true
183 mWlIg Gamma 5.1 233 4943 true
184 MgMOUnFUj Epsilon 0.7 49 1203 false
185 jfnIDvMv Gamma 7.4 225 8601 false
186 YGM Tau 5.7 26 7593 false
187 PwItTPlcvu Pi 2.8 111 4601 false
188 rAVS Gamma 10.0 244 2378 true
189 tFMnNEM Alpha 2.1 172 9060 false
190 xfRtpDyQQ Theta 6.8 223 8231 false
191 Svvq Epsilon 9.4 172 5921 false
192 gHzTRytL Lambda 5.6 34 4795 true
193 RKyIcPdT Pi 6.3 98 6295 false
194 XPSIZEShET Theta 3.5 16 4336 true
195 fBn Delta 9.9 196 1957 false
196 NAyWvrvoiY Alpha 10.0 78 8209 false
197 MbvNKsS Tau 3.4 125 1894 true
198 lHDpNQmB Lambda 4.3 200 1620 true
199 BoHsQw Alpha 5.3 150 3958 false
200 ZTlZm Epsilon 0.6 110 9043 true
201 fUcD Lambda 4.9 83 5594 false
202 GaSW Lambda 4.2 21 7293 false
203 WHDaQ Theta 2.9 139 5872 false
204 TkBJ Alpha 9.3 57 8208 true
205 EwuRKE Lambda 2.1 173 1236 true
206 bafCe Pi 1.1 138 4396 true
207 uAp Delta 2.4 146 6045 true
208 LUT Alpha 8.7 204 8373 true
209 KNHJ Pi 0.2 88 3828 true
210 nYuKBkHuen Tau 4.1 157 8491 true
211 mcH Alpha 8.5 56 393 false
212 AztDTtBdo Theta 0.1 87 9658 false
213 Kok Epsilon 3.9 150 8670 false
214 XqI Delta 2.5 80 9983 false
215 IpHMamM Alpha 3.8 28 1780 false
216 tgZqkmX Lambda 7.4 45 6949 false
217 qsnWhviE Theta 7.9 197 3529 true
218 qXlekwz Alpha 0.6 191 2661 true
219 EuIfhMU Delta 1.3 191 1476 false
220 tecRa Gamma 8.5 98 7106 false
221 UJLa Delta 1.3 219 5673 false
222 ZYFdAiL Tau 0.1 233 6361 true
223 WuXQc Tau 4.6 9 1085 false
224 WYvn Delta 4.1 144 171 true
225 LDfInep Beta 8.4 83 3566 true
226 xguBzvuS Epsilon 4.3 223 269 true
227 xbiYYnKQOZ Alpha 5.6 210 1715 true
228 wEVv Beta 4.2 56 2622 false
229 AcbZj Pi 6.2 242 8398 false
230 elrOewUz Beta 10.0 127 6841 false
231 RksKbdBU Gamma 4.5 101 872 false
232 NcfLwiAQ Alpha 0.6 99 1843 true
233 Czd Delta 9.8 63 3560 true
234 cepUI Theta 9.1 231 672 true
235 iaBdkkUUhn Pi 0.2 4 8173 false
236 kEkcBlKmz Alpha 8.0 14 9954 false
237 YGexjQqHz Gamma 9.2 56 6753 true
238 sPWwguSZ Epsilon 5.4 240 5132 true
239 jAwUpaqrTQ Beta 2.5 6 7167 false
240 aWS Alpha 3.7 192 4791 false
241 XBQTdJBics Delta 9.3 206 8896 true
242 ymDyi Pi 9.4 200 871 false
243 ZBHFJrS Tau 8.1 15 3153 true
244 OuxzUFn Delta 8.1 72 7569 false
245 AyINuh Theta 4.3 81 6236 false
246 wBlKmcTA Lambda 7.3 77 7434 false
247 GQpniCnZH Tau 7.5 155 1133 true
248 kKbBe Theta 2.2 112 5636 true
249 ulaJA Beta 0.7 222 4424 false
250 bhDNf Theta 5.6 160 9140 false
251 WbEhSepg Tau 7.9 204 7635 true
252 gUJZHdTtN Delta 5.8 35 2981 true
253 NePWpiIME Pi 6.4 58 1575 false
254 IgEiyGtlUk Theta 8.3 49 6429 true
255 HQesSrtOHd Alpha 6.8 4 7476 false
256 EeWlyNCqKo Pi 5.4 196 4529 false
257 ojjUkD Beta 3.2 172 5740 false
258 bMxKzYZ Alpha 4.6 153 8194 true
259 GWGmVmvI Alpha 8.5 10 7859 false
260 ZuYB Delta 2.8 77 9525 false
261 gPPXFI Epsilon 2.1 199 9523 true
262 JYRj Lambda 1.8 60 4778 false
263 GoKJ Lambda 2.0 90 2302 true
264 QGmKFF Alpha 4.1 137 2561 true
265 NWZ Theta 2.3 94 8573 false
266 gGLtArqs Alpha 6.5 7 1425 true
267 cJWJQZE Delta 7.3 197 8330 true
268 ANXJk Lambda 3.1 230 1184 false
269 ZaiPPn Delta 2.3 165 4084 true
270 XyiuXG Delta 8.7 58 2989 false
271 BvwSA Delta 6.3 117 4414 true
272 MZnsDCrkNN Tau 8.8 69 638 false
273 YSSLosU Alpha 4.9 113 5015 false
274 NqwKbXTN Beta 2.9 202 8516 false
275 TYTmMFcn Theta 5.3 183 1536 false
276 Xld Theta 0.2 148 2517 false
277 stmIlvypO Alpha 1.7 77 772 false
278 kuQaPRBwlP Alpha 6.5 26 6929 true
279 HMqhEhi Pi 1.0 65 2371 false
280 QSwLpfX Alpha 8.4 28 5461 true
281 YzHLA Alpha 1.9 68 6561 true
282 xIKLH Pi 7.8 2 7372 true
283 jptboolNY Tau 0.4 70 8809 false
284 Mqtxewowit Gamma 7.5 226 7017 true
285 KmJVtl Gamma 5.5 13 2363 false
286 pZwTaYbx Gamma 9.5 245 2652 true
287 YDL Gamma 2.0 215 5829 true
288 AyMug Gamma 7.8 136 6315 true
289 RNsMciZmOU Alpha 6.9 36 2728 false
290 cTdMdjL Pi 3.4 218 1442 false
291 OvMAG Delta 1.7 82 5298 true
292 qiUmjBsnHS Alpha 1.0 230 5800 false
293 KqMafSC Epsilon 0.9 183 6502 false
294 AIIqhsVguI Alpha 6.5 60 2101 true
295 PHnG Theta 3.5 204 3465 false
296 TgccW Lambda 8.3 4 4605 true
297 imTCZR Alpha 3.9 214 8943 true
298 NjHdgV Pi 1.2 56 3762 true
299 HnkmUJ Pi 5.8 137 280 true
300 qxqpAQTd Tau 2.8 55 2242 false
301 TiMD Lambda 8.8 156 6914 true
302 gesKRVE Alpha 7.9 147 3919 false
303 fumDwH Lambda 0.2 94 8223 true
304 SQWw Pi 3.2 159 6043 false
305 ipqLTuGjJ Beta 1.8 187 711 false
306 xbDBvjM Gamma 4.2 155 9807 true
307 iKVVJaX Delta 0.2 152 3010 false
308 ycZ Pi 2.2 250 8733 true
309 yKZj Delta 5.2 195 7106 false
310 FcwaMis Epsilon 2.0 194 4046 true
311 Fztbfgx Delta 7.8 203 974 false
312 lHSn Beta 5.1 123 9223 true
313 BYRv Gamma 5.9 222 6774 false
314 iaMzfelvSb Epsilon 7.6 82 7213 true
315 TIGtNsK Delta 8.3 71 368 true
316 Kixh Theta 0.7 217 9670 true
317 sIYt Pi 8.0 25 5654 true
318 cKlbeCKDUl Theta 6.3 74 8760 false
319 hbZHqDFBC Theta 0.6 231 372 true
320 oESEFbi Theta 1.6 52 8592 false
321 dRlmSNH Theta 1.6 116 9492 false
322 jpmXYZPI Gamma 3.4 227 3223 false
323 aExdS Theta 7.0 126 8646 false
324 kZQeUXx Gamma 2.0 63 7188 false
325 qjVqgm Alpha 7.8 187 9316 false
326 jlquk Gamma 9.3 73 3204 false
327 BNTVNvWYcn Theta 0.7 237 8316 false
328 vIEBaMENR Alpha 0.1 50 3772 false
329 arpe Alpha 7.2 65 7872 false
330 HVYWcwilY Gamma 8.2 240 4657 true
331 tVctv Pi 1.4 175 8028 true
332 YyWw Pi 4.5 40 7268 false
333 HxQaNAtfNJ Theta 3.8 137 9027 true
334 BXcB Gamma 2.6 213 6923 true
335 lna Delta 5.0 163 9581 true
336 Brc Tau 6.3 42 1061 false
337 AUjvgc Beta 6.7 235 8265 true
338 nglakIzoP Epsilon 2.1 211 1478 false
339 kHHkraCL Epsilon 8.8 216 6971 true
340 XWJxPmq Beta 9.3 115 6881 false
341 HqMpUSuO Lambda 0.2 29 3051 false
342 TWnkB Pi 4.4 142 5169 true
343 TEbC Pi 9.9 192 8863 true
344 xIhK Gamma 9.0 247 5383 true
345 uKDarW Delta 10.0 167 5989 false
346 USh Alpha 1.0 175 3634 false
347 nUxQecj Beta 9.3 197 1242 true
348 JjzjQPFhJ Beta 5.3 60 8175 false
349 wzaO Epsilon 10.0 113 8994 false
350 pheRS Delta 3.2 117 5980 true
351 RnDVyQ Delta 6.7 8 8976 true
352 SKmmYWX Epsilon 8.7 53 9665 false
353 sxaHgkdKzR Pi 0.9 199 6989 true
354 PTMsvgH Alpha 6.8 157 6131 false
355 AamiNc Tau 0.8 81 4033 false
356 XiIvlAqou Theta 7.7 70 3147 false
357 VHC Epsilon 6.1 217 8655 false
358 JvRVXbNAu Beta 4.5 214 6464 true
359 LOiMXpc Tau 2.0 218 5903 true
360 fJq Theta 9.9 60 6921 false
361 uhYACnCH Tau 6.8 180 1394 true
362 XUvU Gamma 3.3 165 6427 false
363 oimyLp Alpha 4.8 162 1911 true
364 HpFOBMr Alpha 5.6 215 6882 true
365 WArrcSP Gamma 7.5 140 5533 false
366 juhBYy Tau 5.9 35 1327 false
367 zVbAgwRbhC Pi 6.8 18 2737 true
368 JjKOcTj Alpha 9.4 137 2235 true
369 hLHM Delta 0.7 134 8322 true
370 uunC Lambda 8.2 199 4661 true
371 cPiuZlTguu Delta 2.5 31 2819 true
372 aBVjopk Beta 5.0 75 5166 false
373 dGQLi Lambda 6.7 117 1428 false
374 JYLJGtTpE Alpha 9.9 239 8201 true
375 qlKSM Epsilon 7.9 43 4866 true
376 lxodJoicY Pi 7.2 221 9607 false
377 UTht Delta 8.7 218 179 false
378 nCUxnmfW Epsilon 2.9 162 7000 true
379 BllxnkpD Pi 4.9 13 4700 true
380 NbbThUA Delta 9.2 134 488 true
381 mTniQO Alpha 2.3 248 2135 false
382 IbKM Epsilon 0.2 1 479 true
383 lUs Lambda 5.8 167 4394 false
384 goLddR Tau 5.4 137 2381 false
385 caVaIig Gamma 1.9 43 3522 true
386 HyUUhHw Tau 7.6 108 5761 false
387 ippMrd Epsilon 1.8 4 8175 true
388 lzDgP Pi 0.6 171 7203 true
389 tUMRlts Pi 5.6 198 9963 true
390 hlvbhy Lambda 0.9 194 4151 false
391 AJFzIbaSIT Theta 7.5 169 2985 false
392 kynl Delta 1.8 148 6541 true
393 xWz Tau 8.4 49 8886 true
394 NPYd Lambda 8.7 225 9756 true
395 XuHxuUduY Lambda 5.2 154 7817 false
396 DwN Alpha 4.6 111 6332 true
397 naotXSwKj Alpha 0.6 91 5103 true
398 PJOXX Delta 0.5 240 6461 false
399 sQco Theta 5.6 50 1857 false
400 LNLaFil Alpha 5.4 159 862 false
401 jTGOmFMUwH Gamma 6.2 33 8001 true
402 zJjnpBFKpI Lambda 3.7 217 720 false
403 uJt Lambda 1.8 224 8703 true
404 WPsp Tau 3.1 13 3581 true
405 YczKLV Tau 0.2 239 858 false
406 VIHS Gamma 1.1 12 7893 false
407 oooBgvzYR Pi 2.2 4 4960 true
408 hVVafARX Theta 7.1 141 8583 false
409 YJuXzYV Tau 4.2 110 7866 false
410 LmeCrJZa Lambda 1.2 220 1053 true
411 Onyoev Theta 2.2 43 527 true
412 vRDTroeV Gamma 1.7 233 8049 false
413 xKlaqRvc Gamma 4.4 44 9309 false
414 NzJnieV Lambda 7.9 29 8073 false
415 MpHK Tau 5.3 171 7082 true
416 CGXDls Theta 3.1 175 3990 true
417 LcmcsS Tau 7.3 149 6180 true
418 lmTVzM Alpha 6.4 37 8346 false
419 emOHb Gamma 4.6 86 1898 true
420 fzuynFY Theta 4.9 196 4960 false
421 blcV Pi 6.4 228 6694 true
422 YzjHUQk Tau 5.9 135 3814 false
423 jrgJGgWcV Beta 7.4 110 2131 true
424 bNzfgmgsrU Epsilon 9.8 184 4306 false
425 WOG Theta 4.9 246 434 false
426 wQZJntr Epsilon 7.0 106 1831 true
427 BXVFZ Epsilon 7.9 86 6756 true
428 vsUSPEbeZl Lambda 8.2 141 1524 false
429 kBfLHM Pi 2.0 131 8713 true
430 TkK Epsilon 3.8 48 2781 true
431 YfUA Gamma 5.6 126 9773 true
432 aDcmR Gamma 8.9 46 3044 true
433 FqzxrL Theta 6.5 186 5509 false
434 pLgaiAPF Beta 4.1 200 4613 false
435 bnSTm Alpha 4.8 110 1228 false
436 inw Delta 7.4 72 9194 true
437 boOmcrQsjR Epsilon 1.1 102 3548 false
438 lCcpI Gamma 8.8 211 8352 true
439 QaCGAB Delta 6.6 114 1511 false
440 qBeK Beta 0.8 188 7658 false
441 nALKEQZ Beta 6.2 205 5078 true
442 ZYYhXSmCD Tau 0.6 135 9337 true
443 RkWQ Lambda 4.6 52 189 false
444 fBJTN Beta 8.7 27 1693 true
445 eHEW Theta 1.2 243 4909 false
446 DKMWHCNOS Beta 7.0 44 3114 false
447 BLQdgfJyn Epsilon 1.1 164 9544 true
448 PJd Alpha 3.7 219 1787 true
449 tLmuuSyl Alpha 7.8 71 8448 false
450 KbxvmQ Epsilon 6.8 134 7086 true
451 Itu Lambda 5.4 219 390 true
452 KAZKrnVPtX Theta 4.3 174 1939 true
453 yhGtEiS Pi 6.8 128 3580 true
454 xUm Gamma 5.1 239 1920 false
455 PSG Delta 8.8 24 2643 true
456 rkYFJUp Tau 0.2 35 8274 true
457 TqaNpnEn Lambda 3.1 49 1492 true
458 FGC Tau 0.8 76 1630 false
459 cVrGvgPE Theta 6.4 240 2124 false
460 zfJJG Delta 8.4 65 1045 false
461 AXxODCDN Alpha 2.5 218 4163 true
462 cmTUeYD Epsilon 9.4 192 3049 false
463 mULvIZTp Delta 5.8 82 5210 false
464 NWfXD Alpha 1.8 41 9854 true
465 XpsjX Lambda 3.8 40 7129 true
466 PqUDC Beta 9.2 247 8008 false
467 BmG Gamma 4.4 128 1311 false
468 FavQHO Gamma 10.0 112 5828 true
469 SChC Lambda 8.0 161 7771 false
470 tnWFDRjv Delta 4.9 185 6231 true
471 SBq Epsilon 1.2 168 7762 true
472 iGBkBq Tau 8.6 23 4787 true
473 MLEDYxQw Lambda 1.0 229 2171 false
474 ifiYdk Pi 4.9 90 6559 false
475 WwdIu Epsilon 6.9 48 2111 false
476 xXbJTEql Beta 0.3 225 1464 false
477 czsNDlKdc Tau 0.1 171 6233 false
478 nMYxttzlv Alpha 7.5 186 5950 false
479 IAOBjQJ Theta 8.3 102 6375 false
480 NTcVIjqrTj Lambda 3.8 79 8110 false
481 yExUhpqF Alpha 8.6 115 5666 true
482 hklOxmH Pi 0.5 18 1649 false
483 lswNaQc Tau 0.2 91 6035 false
484 iCs Beta 1.7 128 9282 false
485 uqVAvDqQa Theta 9.3 138 7223 true
486 VdxI Lambda 2.1 190 5461 true
487 razCj Tau 0.7 9 6938 true
488 dNybDEVzJ Epsilon 8.9 122 9486 true
489 REVTkiSpKN Tau 9.8 121 4730 false
490 zqOb Beta 9.0 75 7134 false
491 qIVLwPlq Beta 4.8 149 2796 true
492 PSslh Pi 0.2 248 5089 false
493 GCqgszCFK Alpha 6.5 233 2712 false
494 oIZLQdFR Pi 9.7 226 6779 true
495 EmvI Epsilon 3.9 76 8277 true
496 wcIXq Delta 9.0 120 2609 false
497 ijOQYzZOb Beta 2.2 142 8785 true
498 zMnXMTqcNi Tau 4.8 29 7088 true
499 XhaSNNe Epsilon 4.3 192 2854 false
500 CKOm Tau 7.6 150 2666 false
501 HLgJNXpBjb Pi 3.8 78 7557 true
502 GEQOpdRRG Alpha 3.5 158 957 false
503 BcMqgtMB Beta 4.2 200 2277 false
504 mFomFjFDs Epsilon 0.8 27 4118 true
505 jrX Epsilon 1.6 20 3382 true
506 KOtzVWnBa Lambda 1.4 31 7564 true
507 RFb Pi 2.6 124 4183 true
508 pXHaNUXyEQ Gamma 3.0 70 1834 false
509 yHzhLsLR Theta 1.8 55 3675 true
510 RkYmoU Tau 3.2 137 1189 false
511 oZRhkI Lambda 7.8 127 7337 true
512 SXCGnSqRi Epsilon 2.6 119 1542 true
513 vGJc Alpha 1.6 10 4872 false
514 UwmTFoUQ Gamma 4.1 170 2798 true
515 LGQ Gamma 9.4 247 6726 false
516 SXks Tau 2.1 111 7523 true
517 bntGmv Alpha 3.9 41 5062 true
518 lOq Lambda 7.6 122 2017 false
519 DdxTZ Alpha 9.3 180 6213 false
520 VnDgmJZv Lambda 7.3 210 2209 false
521 zZuUvoyqo Theta 7.8 120 4832 false
522 sHD Alpha 7.5 48 2106 true
523 mBUul Beta 2.0 250 835 false
524 hdep Beta 3.0 234 8243 true
525 daxASFPNq Theta 0.7 180 8882 false
526 aJgLAuj Pi 4.8 180 1999 true
527 uSiLWVcoS Alpha 9.6 6 7009 true
528 lCTr Gamma 9.4 217 6766 true
529 hlN Tau 9.6 157 4256 false
530 xqrN Beta 7.9 163 2864 false
531 CKTHt Theta 4.2 236 4724 false
532 VVaPkVhR Epsilon 1.9 247 5033 true
533 Yku Gamma 7.7 183 9051 false
534 fxBnqs Alpha 2.5 39 9107 true
535 DyHyZT Pi 7.3 103 5964 true
536 bzGClczfW Epsilon 2.1 79 870 true
537 iLyIStAnN Alpha 5.4 11 5656 true
538 fpIi Epsilon 9.8 185 9913 true
539 AtX Lambda 1.1 233 5509 false
540 YKVzPJcxl Alpha 9.9 65 7013 false
541 Coqg Delta 8.7 231 3610 true
542 dqzbwzC Alpha 4.9 239 9767 false
543 jMd Epsilon 9.7 32 7626 true
544 QqZOHjsAdR Delta 0.3 71 8828 false
545 yEQ Pi 6.9 64 9673 true
546 oTWFKxyi Theta 8.1 91 6203 false
547 kUKYOWovTF Delta 8.8 182 8781 true
548 rbXGSEeic Delta 3.0 60 5324 false
549 lClTmJHe Tau 7.3 76 9293 false
550 tbdlvaNksC Beta 0.5 217 5765 false
551 VWmCKJPWFF Theta 5.6 68 572 true
552 ghddBUf Alpha 0.7 134 7146 true
553 wJVaYgZZt Lambda 2.4 29 9351 false
554 FVWj Alpha 2.6 126 6337 false
555 fzdf Lambda 9.2 92 2922 false
556 lJU Alpha 9.5 166 8418 false
557 JWcISCRAqI Gamma 3.0 214 6345 false
558 pNaihAqeUz Theta 9.0 132 7847 true
559 EXs Theta 9.0 0 8283 true
560 GjIDTK Lambda 7.6 59 5962 false
561 ODEBftPF Gamma 4.9 56 1974 true
562 JTXVrszTk Tau 8.0 182 7299 false
563 MkWOZkp Tau 2.1 166 9794 false
564 MuyZZJnBjs Tau 3.0 29 1102 true
565 Yoy Pi 4.4 110 6138 true
566 pcVwemq Tau 5.6 110 6252 true
567 VfTp Gamma 8.7 120 5044 false
568 ZOzdqctkjN Lambda 8.3 24 5039 true
569 tGPED Tau 6.9 239 7821 false
570 LeTegPbpIV Delta 0.8 239 6570 false
571 sUxSet Beta 1.2 108 7323 false
572 ZLxgjO Gamma 1.5 150 3728 true
573 suIe Epsilon 3.5 5 3525 true
574 bvICqIyt Theta 5.4 52 1093 true
575 Fmnbo Pi 8.6 136 6888 false
576 duSQXBy Delta 7.8 149 6343 true
577 UujxJqYc Beta 2.3 173 4775 true
578 cTFCsqK Theta 4.2 128 1976 true
579 KTNhI Lambda 4.1 124 8758 true
580 RFYyXsJ Tau 8.4 16 5921 false
581 othkKOhNTp Gamma 9.6 59 9383 false
582 eHNJwbmq Delta 2.6 147 2988 false
583 RKDALqW Theta 9.6 86 2493 true
584 WiPjGIkRI Beta 2.6 81 7647 true
585 qBwdN Epsilon 10.0 241 3773 true
586 GsTIC Beta 3.0 108 6869 true
587 WnzMd Theta 7.1 204 8705 false
588 mJNjUrxN Pi 5.7 165 8223 true
589 atsDVj Gamma 1.0 118 8611 true
590 pbyjsZZ Delta 3.7 1 5634 false
