50000
ID NAME TEAM SCORE COMPETITIONS COST POTATOE
49870 FpbuzxUXcz Beta 5.5 128 4997 true
49869 LCjW Beta 0.6 148 8589 true
49868 AGC Beta 7.8 78 7001 true
49867 FtirYYQyVy Beta 5.1 98 3116 true
49866 XxvTNzqpTN Tau 5.5 71 6148 true
49865 VHBMgle Theta 2.3 192 9882 true
49864 ChPmj Theta 1.8 237 4005 true
49863 sEkgP Beta 2.1 36 2264 true
49862 okm Delta 2.9 90 5362 false
49861 rIUnF Alpha 1.7 213 120 false
49860 cBfEc Gamma 5.7 121 4128 true
49859 pEpC Gamma 3.4 186 344 false
49858 YFvSG Epsilon 4.4 38 7443 false
49857 wZZJSkm Gamma 6.9 89 683 false
49856 cHEyUYfENF Lambda 7.4 211 6706 true
49855 uKs Epsilon 0.1 91 45 true
49854 XnjRQRh Lambda 8.1 111 5724 true
49853 TRmurc Beta 7.2 92 1861 true
49852 pyuhcebR Lambda 9.1 242 6282 true
49851 aqTiJc Tau 4.8 137 5429 false
49850 CeF Gamma 3.3 222 3578 false
49849 tdDu Delta 2.0 246 5027 false
49848 GQvhFRO Delta 3.5 67 6479 false
49847 esD Epsilon 1.3 95 8033 false
49846 fupgsOI Pi 2.4 198 3655 false
49845 DrAGpF Alpha 7.9 50 9047 true
49844 hrQHpcrAq Theta 0.9 47 5010 false
49843 CpZBalWQjB Pi 3.3 163 3763 true
49842 kedkpmW Gamma 3.5 63 633 true
49841 oUwBhCDaSu Pi 2.8 72 3485 true
49840 QrhYLTJwLb Epsilon 0.2 62 6115 false
49839 lCI Alpha 5.9 60 7347 true
49838 wCvoss Theta 9.4 217 6733 false
49837 zGVXNBFyL Beta 7.0 172 4879 true
49836 BROVE Tau 7.0 54 5507 true
49835 PHCnmflUvu Theta 1.6 126 4578 false
49834 WPWGLpB Pi 5.7 247 349 false
49833 wne Alpha 8.6 202 3732 true
49832 ntL Alpha 3.3 238 5596 false
49831 nGs Theta 7.3 4 7429 false
49830 HfAPEjgu Beta 5.2 75 6039 true
49829 mraxyQ Pi 6.7 88 3712 false
49828 tnT Tau 4.0 185 4656 false
49827 lLeirWqmt Pi 0.3 213 4756 true
49826 yMiNvjw Theta 8.7 218 4277 false
49825 NJVBUfdRx Pi 1.8 192 6983 true
49824 MzpVQKyvm Epsilon 9.2 103 1478 false
49823 oYFXwlvZT Alpha 0.7 210 6636 false
49822 fcZQSvru Lambda 8.4 46 3502 false
49821 WGlgZilIMN Gamma 3.6 83 1974 false
49820 llWDlLAz Epsilon 3.9 4 8707 true
49819 IqaNXPO Pi 8.9 37 7581 false
49818 GLCYtBqH Lambda 7.6 88 6468 true
49817 qAZLcEyk Lambda 6.8 5 8489 true
49816 IqdMjmlYg Alpha 3.5 121 8263 true
49815 myYwN Alpha 8.8 205 7345 true
49814 zglBkdgmCA Theta 7.4 163 5109 true
49813 bnhn Tau 1.6 133 4090 false
49812 MOmO Delta 5.3 33 9576 false
49811 eUIXvMQ Pi 4.2 242 2787 false
49810 JNQyZESPz Lambda 1.8 163 1648 true
49809 yTAye Beta 9.7 24 4960 true
49808 fOK Delta 3.5 128 9363 false
49807 pgOUiR Epsilon 8.6 140 6849 false
49806 cuvaAF Beta 3.1 128 5996 false
49805 tXDtpBWEk Delta 3.4 141 8606 true
49804 fEoJRuCkw Epsilon 7.9 73 3372 false
49803 XTwDz Beta 8.6 207 3147 false
49802 PGaMpJ Gamma 9.8 4 7343 true
49801 EGKtsOKJ Pi 8.8 172 1062 true
49800 xHlHkfQX Lambda 8.0 28 4250 true
49799 gyeHXsUua Beta 8.5 214 1389 false
49798 FPWqIu Delta 6.7 206 3443 true
49797 DszeJ Alpha 1.4 122 3747 true
49796 ciVNG Alpha 1.8 161 7584 false
49795 qjhGptQF Beta 4.7 59 2944 false
49794 qpG Theta 10.0 158 4737 true
49793 wnx Beta 1.2 185 2330 false
49792 sVwyByVzy Tau 1.7 38 3056 true
49791 JpjMxG Beta 4.6 223 9600 true
49790 edkDcL Beta 3.4 231 7946 false
49789 XKhFf Epsilon 7.4 213 2215 false
49788 inZi Epsilon 5.7 208 1994 false
49787 vzfzSFTaMQ Theta 7.5 22 5033 true
49786 MHT Epsilon 4.2 181 5532 true
49785 WWkRb Beta 7.5 19 8179 true
49784 MtPw Theta 3.5 34 8303 true
49783 QmJtDj Theta 9.7 32 6052 true
49782 ddKMeq Gamma 5.6 30 2258 false
49781 pZcNVzQzP Lambda 9.0 197 9287 true
49780 XdCksf Beta 3.5 163 2042 false
49779 lNCaz Lambda 4.0 156 9006 true
49778 wwuBkRBI Alpha 7.8 127 8843 false
49777 OhwVEjKRyj Epsilon 7.7 132 5853 true
49776 qvvadN Beta 1.4 184 1580 false
49775 HOTIF Gamma 1.1 115 7188 false
49774 nJFccgfR Beta 0.8 217 509 false
49773 CBhIvUIDsz Beta 3.1 66 4066 true
49772 fJxYxQ Gamma 7.7 24 2850 false
49771 ylX Theta 0.6 80 9823 false
49770 IXPjIMVQGd Lambda 6.6 159 4586 false
49769 TuiAYE Beta 9.7 87 107 false
49768 EjrF Tau 5.0 117 6800 true
49767 DRyV Gamma 10.0 144 8668 false
49766 qSFNZCyHoX Beta 7.5 16 4825 false
49765 Xco Pi 4.2 159 6870 false
49764 dEhVMpQOe Theta 9.7 85 95 false
49763 xsqwYNEXnQ Delta 3.3 96 3458 false
49762 WmfQucJiMV Gamma 5.8 160 2550 true
49761 TOmFzBXrl Pi 5.0 89 3883 true
49760 clrheG Alpha 2.4 217 1508 false
49759 pIPVpIM Lambda 5.2 116 2376 true
49758 ltkjtvc Gamma 9.0 163 2727 false
49757 YKaY Epsilon 1.5 209 648 false
49756 YdFoWUaCAt Gamma 1.5 142 1787 true
49755 KutGFF Tau 3.3 94 8841 true
49754 Ohjoa Gamma 2.0 243 8633 false
49753 RSkZIzE Epsilon 5.3 42 7126 true
49752 YKPFa Tau 7.0 60 1572 false
49751 FcI Gamma 1.7 83 7576 true
49750 GFv Lambda 6.9 217 9741 true
49749 uuwUjSUH Lambda 0.3 149 8512 true
49748 qGgZ Epsilon 7.1 91 6734 true
49747 yBBVghMG Pi 1.4 172 4142 true
49746 QqlmWuljgM Pi 9.5 206 7282 false
49745 cHwrFEv Pi 4.3 51 6772 true
49744 IOagxxFIU Theta 9.7 82 5388 true
49743 WSZoUXdMu Beta 1.0 160 9746 false
49742 XBB Theta 9.7 41 8671 false
49741 pLTz Pi 7.0 224 1248 false
49740 Gfi Alpha 1.6 17 7769 true
49739 uOHwabQP Alpha 1.7 236 7003 false
49738 zFhJ Pi 4.8 136 7069 false
49737 tKlHQkjdvQ Theta 7.5 133 9571 true
49736 OieQSFDZmJ Pi 7.6 87 7113 false
49735 FcJ Beta 7.9 137 4075 false
49734 Grhy Pi 5.3 171 9868 true
49733 qvsvvyx Epsilon 9.0 202 3262 false
49732 YrvT Alpha 2.3 56 2194 false
49731 qXx Theta 5.4 113 2133 false
49730 lLCKBX Theta 9.3 6 2615 false
49729 JYol Theta 7.0 32 39 false
49728 fmcUOf Lambda 2.3 226 4993 true
49727 PROwIOW Beta 6.0 169 8943 true
49726 XnDNLN Gamma 9.4 23 9346 true
49725 KlPPIk Gamma 1.5 236 911 true
49724 dwmli Lambda 9.3 12 5114 false
49723 ppMIs Alpha 7.2 135 1292 false
49722 dahqOUOSE Beta 5.2 88 9331 false
49721 lmBXAbboc Pi 2.6 210 9242 false
49720 VVmcHXSdsL Tau 2.7 192 3765 true
49719 oZbNO Epsilon 1.3 193 4102 true
49718 mMBThiUCE Tau 1.8 247 6890 false
49717 bvc Gamma 7.8 50 4141 true
49716 tNtRPX Theta 3.1 131 2861 true
49715 aCRsZkfxFn Delta 9.5 93 20 true
49714 fArcVnZ Tau 2.0 53 9584 true
49713 rvW Alpha 6.6 97 4150 true
49712 MQvFN Alpha 9.5 43 9613 false
49711 kYwTArOV Beta 8.0 207 9837 true
49710 tBuWTE Epsilon 8.3 172 7294 true
49709 ADHj Beta 0.3 9 2468 false
49708 YZk Beta 2.5 17 3159 true
49707 tCq Gamma 8.2 123 5226 false
49706 fwFSHzQY Alpha 6.5 120 7567 false
49705 qfDjlj Theta 1.1 143 6172 true
49704 Hfljnd Lambda 3.7 135 2580 false
49703 psaEG Epsilon 3.2 15 6439 true
49702 tiRynEvTt Lambda 1.1 231 1580 true
49701 iOiHvFTR Theta 3.2 108 5130 false
49700 TwAxQYdYe Delta 3.5 215 6332 true
49699 Oda Epsilon 0.8 217 5414 true
49698 lYvIdFOUue Alpha 6.4 152 5498 false
49697 rPNIOUG Gamma 0.1 65 2351 false
49696 NlIcckCc Gamma 8.4 126 3229 false
49695 gXwWMDmM Theta 3.8 35 5461 false
49694 OJQrCJj Lambda 4.0 210 8499 true
49693 Ivj Delta 1.2 103 8316 true
49692 tOSfKOz Theta 1.5 189 889 false
49691 nbxmSkZxq Epsilon 6.6 151 1618 true
49690 vlrY Theta 2.1 87 2566 true
49689 snfk Epsilon 9.7 146 6229 true
49688 BNRcfHtTW Theta 1.0 213 3575 true
49687 qVVXN Gamma 1.0 93 1920 true
49686 gyEXqOsAE Tau 10.0 112 7857 true
49685 xpNghG Epsilon 4.2 156 117 true
49684 fGR Epsilon 9.8 226 3523 true
49683 bidsXRinrY Pi 9.8 167 1354 true
49682 rxMa Beta 9.1 55 3835 false
49681 lQHBIxp Gamma 4.9 115 7274 false
49680 OKwPjOCmt Lambda 9.0 115 8772 false
49679 sGM Pi 4.7 32 6481 false
49678 WkaznoXts Alpha 2.2 7 556 true
49677 xSdW Epsilon 4.3 60 9084 false
49676 WZKMn Beta 0.6 246 8597 true
49675 gqVEEw Beta 2.0 110 3576 true
49674 SWB Lambda 2.1 68 4261 true
49673 QFqNQG Theta 5.4 12 1528 true
49672 gupS Delta 7.0 231 1713 true
49671 meAuWuRheT Tau 7.9 112 9553 false
49670 sLTczw Theta 2.6 187 9410 true
49669 FwpTqZ Epsilon 3.7 172 4388 false
49668 phsQvC Gamma 3.2 0 766 true
49667 LCQHIPYxZ Alpha 6.7 202 3133 true
49666 ArhqqJe Alpha 4.4 38 1890 true
49665 sWpIrVVsL Theta 0.7 136 6981 false
49664 shhwhH Gamma 0.8 15 7134 true
49663 owxNU Lambda 4.9 165 5394 false
49662 RsOEePiaxN Tau 1.6 225 5038 true
49661 CAe Gamma 7.7 157 9460 false
49660 YXLPHaf Tau 6.1 140 5305 false
49659 Qdv Epsilon 4.0 153 6992 true
49658 uoeL Pi 7.6 60 3596 false
49657 EAXmTEf Tau 8.9 240 3497 false
49656 xxLTu Theta 2.8 55 283 false
49655 DzNVnfsz Epsilon 1.1 33 1619 true
49654 pdvTGFAUu Alpha 3.2 120 8155 true
49653 aJfd Alpha 9.3 149 1302 false
49652 ZGVlPGKMux Theta 3.6 201 5327 true
49651 WDHbWHt Tau 4.4 126 515 true
49650 VGI Pi 2.2 115 6117 false
49649 VCi Pi 7.2 186 4914 true
49648 EIjPwt Pi 8.8 142 8239 false
49647 GGAhIK Tau 4.2 226 6296 true
49646 XLOOOxq Delta 0.5 193 2885 false
49645 ZHBpGTvLZ Delta 0.7 78 523 true
49644 ErJdgdPm Gamma 2.2 243 9724 false
49643 nkEz Epsilon 9.7 229 7237 false
49642 ENtZVXULZ Lambda 8.4 33 1728 false
49641 kHd Delta 7.0 4 9477 false
49640 DeG Beta 0.9 118 4261 true
49639 UFP Beta 4.6 214 7468 false
49638 TLBRe Delta 0.7 35 2963 true
49637 PlLk Beta 0.8 84 915 false
49636 uiV Lambda 2.2 48 1889 true
49635 oVH Tau 9.7 80 2507 false
49634 jyDzAdcyf Lambda 3.1 116 898 false
49633 kstyb Alpha 8.2 13 8940 true
49632 HRj Theta 5.2 92 7203 true
49631 GHYBkwVFg Beta 5.5 171 4264 false
49630 VbOPmXUaO Beta 8.6 48 6606 true
49629 pnNd Gamma 2.4 132 1759 true
49628 gvHFOMb Delta 3.0 183 5719 false
49627 YMFddwUrBR Gamma 3.7 81 2761 false
49626 exaAcCIDM Alpha 3.6 139 7948 true
49625 RZLaFrA Pi 7.2 195 2988 true
49624 lHe Lambda 7.9 195 6018 false
49623 nFfoKCWD Gamma 6.9 52 2231 false
49622 HYDZxNU Theta 8.0 249 2544 false
49621 PcQuU Beta 9.9 134 8164 true
49620 FQbKbWcAZA Epsilon 5.1 240 1682 false
49619 xIcGVpYIL Gamma 0.5 210 3049 true
49618 ioFZFE Delta 4.7 121 696 false
49617 AyCOMaSgXV Tau 1.0 171 9423 true
49616 XUlsLjrc Gamma 1.2 56 4289 true
49615 TkuznwAL Tau 6.2 86 7915 true
49614 xRxBjOS Tau 7.3 187 257 false
49613 KmqWdlDK Lambda 5.0 3 139 true
49612 hsGpcN Gamma 0.7 50 742 false
49611 pBfRRw Tau 9.9 143 9140 true
49610 TFBYONCpV Delta 4.2 230 2871 true
49609 mhZfyAquM Alpha 1.5 231 3947 true
49608 dEuTAXr Delta 0.4 146 4445 false
49607 rTOrykk Pi 1.2 208 9276 false
49606 uQzvm Beta 2.9 69 9314 true
49605 FiMUIHQQA Lambda 0.9 250 9494 false
49604 Pmw Pi 9.1 220 3622 false
49603 NhEbE Tau 1.8 30 5811 false
49602 XObySqm Beta 8.3 135 6316 true
49601 WmkfyJ Delta 3.4 100 4141 false
49600 bDqDFfSK Lambda 9.7 215 7337 false
49599 EvwlIiEH Delta 0.6 131 8313 false
49598 Rfc Beta 1.6 103 5274 true
49597 azhwqEPlhA Theta 8.6 234 9399 true
49596 AZu Delta 4.3 132 2987 true
49595 oMBYJStqxP Theta 6.5 128 9524 false
49594 BKBOtni Tau 3.0 45 6555 true
49593 jqasQlyWSN Lambda 8.9 129 1422 true
49592 eqOIcsidhP Lambda 5.2 174 8881 false
49591 ZDbFT Theta 1.9 30 4688 false
49590 nbB Epsilon 5.2 109 2698 true
49589 uYQgqPxP Theta 5.9 129 7380 false
49588 SGvkLLBQ Alpha 7.6 122 7510 false
49587 BnU Lambda 4.8 160 5127 false
49586 Fho Alpha 2.1 136 2197 true
49585 sZwJ Delta 3.2 70 3545 true
49584 AikdKbyYo Lambda 4.1 236 8575 true
49583 CSInlAAwV Tau 7.8 226 812 true
49582 bapapj Alpha 9.5 101 4031 false
49581 dSJJh Gamma 6.4 192 3236 false
49580 grCWQQoeB Tau 8.4 92 8879 true
49579 xHJWrfStn Delta 7.3 121 7332 true
49578 UwKDpS Delta 6.2 60 4722 false
49577 FwIFPSsY Alpha 1.7 58 2576 false
49576 GLkipz Tau 8.2 133 9129 true
49575 tFGBKxgERq Theta 7.3 182 6904 true
49574 yGprZPKD Pi 7.3 230 5146 true
49573 JwNsd Alpha 1.5 241 2180 false
49572 evGfeL Pi 1.8 5 242 false
49571 itzM Gamma 3.3 224 3319 false
49570 EgopkYJIF Epsilon 5.5 11 4002 false
49569 OwEVBnihBF Epsilon 0.3 203 6239 false
49568 DTyQUBe Tau 3.2 133 872 false
49567 poOvqA Tau 5.2 236 625 true
49566 ZFwTCyx Tau 7.3 84 3406 false
49565 UYb Beta 1.1 212 4085 true
49564 GaDQQtYo Alpha 1.1 226 5954 true
49563 sgeI Gamma 8.9 62 4070 true
49562 hhQajTj Pi 8.3 226 268 false
49561 uGubNzRPy Delta 8.8 217 6052 false
49560 KquIIoNXB Tau 3.0 215 819 true
49559 gLGkPCSSxP Lambda 3.7 17 726 false
49558 jrupZL Theta 7.3 86 6512 false
49557 Kbu Lambda 2.1 69 2536 false
49556 uzKDEc Theta 4.4 86 9577 false
49555 yneX Gamma 0.1 26 7228 false
49554 VEMocDII Alpha 8.2 65 4242 false
49553 TiPdtXDUMw Beta 0.9 247 2173 false
49552 NEbZCOs Pi 6.5 146 2671 false
49551 rpwSh Lambda 8.0 139 7370 true
49550 tlHcyAL Delta 4.0 137 7195 false
49549 jFtyV Beta 0.5 157 1321 false
49548 tMApA Beta 2.3 209 4555 true
49547 dnMrWImP Tau 1.7 80 8813 false
49546 wOxcJv Alpha 7.7 231 5420 true
49545 Djnm Alpha 4.0 101 3841 false
49544 RPF Alpha 6.4 169 2380 true
49543 eUaBljHV Tau 9.0 24 7797 false
49542 XfDYarXaw Delta 3.1 44 9786 true
49541 WwNCiTb Tau 4.7 23 1683 false
49540 XhvCvNm Theta 2.9 167 6097 false
49539 LxNzffjG Theta 7.7 34 4253 false
49538 XnENEYsqoB Beta 1.1 189 8356 false
49537 XwqYSGVfF Lambda 8.4 0 4078 true
49536 xEzjK Pi 7.1 60 6015 true
49535 mTkC Tau 1.8 183 2943 true
49534 KorLLkea Delta 1.5 231 3907 true
49533 ghYXow Epsilon 4.1 95 2237 true
49532 WMtD Tau 7.8 165 9678 false
49531 ACpmKtZ Tau 6.5 229 2432 false
49530 omj Theta 1.3 45 4898 false
49529 wodjuePK Tau 1.4 202 2564 false
49528 QredHCd Gamma 10.0 246 4693 true
49527 xhdK Gamma 9.9 7 8122 true
49526 mEmTGrCm Theta 5.7 54 1401 true
49525 GQAYbu Alpha 9.2 137 4720 false
49524 PcFYUOacfs Beta 7.3 0 3616 false
49523 XtOJ Gamma 7.9 78 5985 true
49522 hlAK Theta 3.4 49 3883 false
49521 dtxtVDvo Epsilon 8.8 232 7847 true
49520 XlED Delta 5.0 176 1178 true
49519 RPXP Tau 4.3 139 947 true
49518 IuBCyhMvw Alpha 2.0 112 733 true
49517 Hii Beta 8.6 26 4308 false
49516 YXa Alpha 8.6 200 921 true
49515 OBin Epsilon 6.5 76 5180 false
49514 ktj Beta 1.4 38 8774 true
49513 jpb Pi 6.6 246 8883 true
49512 yNt Gamma 9.3 32 8805 true
49511 wpZKfckN Epsilon 4.1 5 597 true
49510 aTH Epsilon 6.2 15 6515 true
49509 hGqrAf Delta 5.0 37 2669 true
49508 WUxRTxq Gamma 1.8 112 2176 false
49507 cHPFQkdi Alpha 9.1 91 3454 true
49506 NwYSsScX Epsilon 0.9 150 9664 false
49505 bvM Epsilon 1.8 218 9392 true
49504 vABVxPoU Alpha 0.7 193 8073 false
49503 ykLzLBqxtP Delta 9.1 5 5865 true
49502 XYWK Epsilon 1.5 56 4121 true
49501 ToUPtW Tau 3.3 158 6313 false
49500 YjUaWXQLUF Theta 5.5 14 2803 false
49499 icpvNy Delta 4.5 120 299 true
49498 wJOxDi Delta 2.2 97 1363 true
49497 ryrxElNCf Epsilon 8.6 131 9156 true
49496 aExpc Delta 4.5 233 2892 false
49495 FyOciMz Delta 8.0 80 6873 false
49494 sXVmS Tau 3.9 32 2608 false
49493 bSxL Pi 2.3 187 9262 false
49492 kMWmTMDTWe Alpha 6.9 98 9492 true
49491 ToMErzE Lambda 6.8 131 2187 false
49490 PppDoYn Theta 5.2 203 4334 true
49489 RZzRoJ Epsilon 9.2 58 9648 false
49488 WcFUORIZVY Beta 1.7 229 3113 true
49487 bCvkatOwzR Epsilon 8.7 196 3632 false
49486 GvncaqSEmh Tau 0.3 130 9537 false
49485 iTPr Pi 1.7 13 3714 false
49484 udgmFxkfzO Gamma 8.9 231 7986 false
49483 VLxmYtAIy Gamma 2.9 103 5182 false
49482 NXIhl Delta 2.3 5 7118 true
49481 AyBZ Epsilon 7.5 102 4623 false
49480 jAOEsqu Alpha 2.9 225 6499 true
49479 iMRdk Epsilon 2.9 180 2343 true
49478 TtEQIsqqW Epsilon 4.2 194 6900 false
49477 kiEXi Delta 3.9 170 8127 false
49476 CTbBnlqX Epsilon 4.0 94 9983 false
49475 lwEqgHm Tau 0.9 174 5685 false
49474 Nee Pi 9.9 77 8928 true
49473 fAhlcYaN Tau 6.8 199 196 true
49472 jHcgrKvfl Alpha 3.2 158 5763 false
49471 ZxGin Epsilon 5.3 33 6204 false
49470 TeUTsZD Tau 8.7 79 2235 false
49469 HKybtyZ Lambda 7.2 51 2898 false
49468 jMpZuIHHoP Theta 2.4 127 5751 true
49467 VyBUY Theta 7.3 3 2740 false
49466 clZaLas Alpha 9.5 103 1767 true
49465 gxRPegplgK Tau 1.9 209 7341 true
49464 Mshznyy Lambda 4.4 235 8668 false
49463 KheCALqM Alpha 4.9 15 7739 true
49462 ociJMrIyWq Pi 8.5 76 1829 true
49461 OemIOGA Pi 10.0 92 2698 false
49460 nLbzhpKl Gamma 0.6 224 3440 true
49459 erj Delta 1.2 63 6892 true
49458 AxxQgRzF Gamma 6.6 214 3886 false
49457 EdgQcPO Alpha 2.6 209 934 false
49456 Haada Epsilon 8.4 65 8822 false
49455 qeZnot Tau 2.1 107 5843 false
49454 DRW Gamma 8.8 245 1020 true
49453 FABZjR Lambda 5.8 38 1685 true
49452 UiAPk Delta 6.8 131 5520 true
49451 ctG Tau 9.7 121 6309 false
49450 HXxUOKnf Gamma 3.4 117 9175 false
49449 uMQ Theta 4.9 171 317 false
49448 ZUlvxjNtDU Tau 6.3 102 2649 false
49447 gyD Beta 4.4 114 3848 true
49446 euuNb Beta 8.8 38 5432 false
49445 ulDUMlF Beta 9.5 145 971 false
49444 oJuvZgm Gamma 4.0 172 3458 true
49443 rYjLGhXE Beta 0.4 79 8180 true
49442 fcroTPqcA Theta 6.9 104 7022 true
49441 eKDpEozAET Tau 4.2 200 2255 true
49440 zRZyEHxhyq Lambda 2.1 210 6135 false
49439 CHXBEljooa Epsilon 7.1 221 5433 true
49438 NQL Alpha 0.6 57 3775 false
